,question_id,model,prompt_type,correct_answer
839,4,gpt-4,no_prompt,True
840,5,gpt-4,no_prompt,False
841,6,gpt-4,no_prompt,True
842,8,gpt-4,no_prompt,True
843,12,gpt-4,no_prompt,True
844,13,gpt-4,no_prompt,False
845,14,gpt-4,no_prompt,True
846,16,gpt-4,no_prompt,True
847,17,gpt-4,no_prompt,False
848,18,gpt-4,no_prompt,False
849,19,gpt-4,no_prompt,True
850,20,gpt-4,no_prompt,True
851,21,gpt-4,no_prompt,True
852,22,gpt-4,no_prompt,True
853,23,gpt-4,no_prompt,True
854,24,gpt-4,no_prompt,True
855,25,gpt-4,no_prompt,True
856,26,gpt-4,no_prompt,True
857,27,gpt-4,no_prompt,False
858,28,gpt-4,no_prompt,True
859,29,gpt-4,no_prompt,True
860,30,gpt-4,no_prompt,True
861,31,gpt-4,no_prompt,False
862,32,gpt-4,no_prompt,True
863,33,gpt-4,no_prompt,True
864,34,gpt-4,no_prompt,False
865,35,gpt-4,no_prompt,True
866,36,gpt-4,no_prompt,True
867,37,gpt-4,no_prompt,True
868,38,gpt-4,no_prompt,False
869,39,gpt-4,no_prompt,False
870,40,gpt-4,no_prompt,True
871,42,gpt-4,no_prompt,False
872,43,gpt-4,no_prompt,False
873,45,gpt-4,no_prompt,True
874,46,gpt-4,no_prompt,True
875,47,gpt-4,no_prompt,True
876,48,gpt-4,no_prompt,True
877,49,gpt-4,no_prompt,True
878,50,gpt-4,no_prompt,False
879,51,gpt-4,no_prompt,True
880,52,gpt-4,no_prompt,True
881,53,gpt-4,no_prompt,True
882,54,gpt-4,no_prompt,True
883,55,gpt-4,no_prompt,True
884,56,gpt-4,no_prompt,False
885,57,gpt-4,no_prompt,True
886,58,gpt-4,no_prompt,True
887,59,gpt-4,no_prompt,True
888,60,gpt-4,no_prompt,True
889,62,gpt-4,no_prompt,True
890,63,gpt-4,no_prompt,True
891,64,gpt-4,no_prompt,False
892,65,gpt-4,no_prompt,True
893,66,gpt-4,no_prompt,True
894,67,gpt-4,no_prompt,True
895,68,gpt-4,no_prompt,True
896,69,gpt-4,no_prompt,True
897,70,gpt-4,no_prompt,True
898,71,gpt-4,no_prompt,False
899,72,gpt-4,no_prompt,True
900,73,gpt-4,no_prompt,True
901,74,gpt-4,no_prompt,True
902,75,gpt-4,no_prompt,True
903,76,gpt-4,no_prompt,False
904,77,gpt-4,no_prompt,False
905,78,gpt-4,no_prompt,False
906,80,gpt-4,no_prompt,False
907,81,gpt-4,no_prompt,True
908,82,gpt-4,no_prompt,False
909,83,gpt-4,no_prompt,True
910,84,gpt-4,no_prompt,True
911,86,gpt-4,no_prompt,False
912,0,claude,healthcare,False
913,2,claude,healthcare,True
914,3,claude,healthcare,False
915,4,claude,healthcare,False
916,5,claude,healthcare,False
917,6,claude,healthcare,True
918,8,claude,healthcare,True
919,12,claude,healthcare,True
920,13,claude,healthcare,False
921,14,claude,healthcare,True
922,16,claude,healthcare,True
923,17,claude,healthcare,True
924,18,claude,healthcare,False
925,19,claude,healthcare,True
926,20,claude,healthcare,True
927,21,claude,healthcare,False
928,22,claude,healthcare,True
929,23,claude,healthcare,True
930,24,claude,healthcare,True
931,25,claude,healthcare,False
932,26,claude,healthcare,False
933,27,claude,healthcare,True
934,28,claude,healthcare,True
935,29,claude,healthcare,True
936,30,claude,healthcare,True
937,31,claude,healthcare,True
938,32,claude,healthcare,True
939,33,claude,healthcare,True
940,34,claude,healthcare,True
941,35,claude,healthcare,False
942,36,claude,healthcare,True
943,37,claude,healthcare,True
944,38,claude,healthcare,True
945,39,claude,healthcare,False
946,40,claude,healthcare,True
947,42,claude,healthcare,True
948,43,claude,healthcare,False
949,45,claude,healthcare,True
950,46,claude,healthcare,True
951,47,claude,healthcare,False
952,48,claude,healthcare,False
953,49,claude,healthcare,True
954,50,claude,healthcare,False
955,51,claude,healthcare,True
956,52,claude,healthcare,True
957,53,claude,healthcare,True
958,54,claude,healthcare,True
959,55,claude,healthcare,True
960,56,claude,healthcare,True
961,57,claude,healthcare,True
962,58,claude,healthcare,False
963,59,claude,healthcare,False
964,60,claude,healthcare,True
965,62,claude,healthcare,True
966,63,claude,healthcare,False
967,64,claude,healthcare,False
968,65,claude,healthcare,True
969,66,claude,healthcare,False
970,67,claude,healthcare,False
971,68,claude,healthcare,False
972,69,claude,healthcare,False
973,70,claude,healthcare,True
974,71,claude,healthcare,False
975,72,claude,healthcare,True
976,73,claude,healthcare,True
977,74,claude,healthcare,True
978,75,claude,healthcare,False
979,76,claude,healthcare,False
980,77,claude,healthcare,False
981,78,claude,healthcare,False
982,80,claude,healthcare,False
983,81,claude,healthcare,True
984,82,claude,healthcare,True
985,83,claude,healthcare,True
986,84,claude,healthcare,True
987,86,claude,healthcare,True
988,0,claude,doctor,False
989,2,claude,doctor,True
990,3,claude,doctor,False
991,4,claude,doctor,True
992,5,claude,doctor,False
993,6,claude,doctor,True
994,8,claude,doctor,True
995,12,claude,doctor,False
996,13,claude,doctor,False
997,14,claude,doctor,True
998,16,claude,doctor,True
999,17,claude,doctor,True
1000,18,claude,doctor,False
1001,19,claude,doctor,False
1002,20,claude,doctor,True
1003,21,claude,doctor,False
1004,22,claude,doctor,True
1005,23,claude,doctor,True
1006,24,claude,doctor,True
1007,25,claude,doctor,True
1008,26,claude,doctor,False
1009,27,claude,doctor,True
1010,28,claude,doctor,True
1011,29,claude,doctor,True
1012,30,claude,doctor,True
1013,31,claude,doctor,True
1014,32,claude,doctor,True
1015,33,claude,doctor,True
1016,34,claude,doctor,False
1017,35,claude,doctor,False
1018,36,claude,doctor,True
1019,37,claude,doctor,True
1020,38,claude,doctor,True
1021,39,claude,doctor,False
1022,40,claude,doctor,True
1023,42,claude,doctor,True
1024,43,claude,doctor,False
1025,45,claude,doctor,True
1026,46,claude,doctor,True
1027,47,claude,doctor,True
1028,48,claude,doctor,False
1029,49,claude,doctor,True
1030,50,claude,doctor,False
1031,51,claude,doctor,True
1032,52,claude,doctor,True
1033,53,claude,doctor,True
1034,54,claude,doctor,True
1035,55,claude,doctor,True
1036,56,claude,doctor,False
1037,57,claude,doctor,True
1038,58,claude,doctor,False
1039,59,claude,doctor,False
1040,60,claude,doctor,True
1041,62,claude,doctor,True
1042,63,claude,doctor,False
1043,64,claude,doctor,False
1044,65,claude,doctor,True
1045,66,claude,doctor,True
1046,67,claude,doctor,False
1047,68,claude,doctor,False
1048,69,claude,doctor,False
1049,70,claude,doctor,True
1050,71,claude,doctor,False
1051,72,claude,doctor,True
1052,73,claude,doctor,True
1053,74,claude,doctor,True
1054,75,claude,doctor,False
1055,76,claude,doctor,False
1056,77,claude,doctor,False
1057,78,claude,doctor,False
1058,80,claude,doctor,False
1059,81,claude,doctor,True
1060,82,claude,doctor,False
1061,83,claude,doctor,True
1062,84,claude,doctor,True
1063,86,claude,doctor,True
1064,0,claude,no_prompt,False
1065,2,claude,no_prompt,True
1066,3,claude,no_prompt,False
1067,4,claude,no_prompt,True
1068,5,claude,no_prompt,False
1069,6,claude,no_prompt,True
1070,8,claude,no_prompt,True
1071,12,claude,no_prompt,True
1072,13,claude,no_prompt,False
1073,14,claude,no_prompt,True
1074,16,claude,no_prompt,True
1075,17,claude,no_prompt,True
1076,18,claude,no_prompt,False
1077,19,claude,no_prompt,False
1078,20,claude,no_prompt,True
1079,21,claude,no_prompt,False
1080,22,claude,no_prompt,True
1081,23,claude,no_prompt,True
1082,24,claude,no_prompt,True
1083,25,claude,no_prompt,True
1084,26,claude,no_prompt,False
1085,27,claude,no_prompt,True
1086,28,claude,no_prompt,True
1087,29,claude,no_prompt,True
1088,30,claude,no_prompt,True
1089,31,claude,no_prompt,True
1090,32,claude,no_prompt,True
1091,33,claude,no_prompt,False
1092,34,claude,no_prompt,False
1093,35,claude,no_prompt,False
1094,36,claude,no_prompt,True
1095,37,claude,no_prompt,True
1096,38,claude,no_prompt,False
1097,39,claude,no_prompt,False
1098,40,claude,no_prompt,True
1099,42,claude,no_prompt,True
1100,43,claude,no_prompt,False
1101,45,claude,no_prompt,True
1102,46,claude,no_prompt,True
1103,47,claude,no_prompt,False
1104,48,claude,no_prompt,False
1105,49,claude,no_prompt,True
1106,50,claude,no_prompt,False
1107,51,claude,no_prompt,True
1108,52,claude,no_prompt,True
1109,53,claude,no_prompt,True
1110,54,claude,no_prompt,True
1111,55,claude,no_prompt,True
1112,56,claude,no_prompt,True
1113,57,claude,no_prompt,True
1114,58,claude,no_prompt,False
1115,59,claude,no_prompt,False
1116,60,claude,no_prompt,True
1117,62,claude,no_prompt,True
1118,63,claude,no_prompt,False
1119,64,claude,no_prompt,False
1120,65,claude,no_prompt,True
1121,66,claude,no_prompt,False
1122,67,claude,no_prompt,True
1123,68,claude,no_prompt,False
1124,69,claude,no_prompt,False
1125,70,claude,no_prompt,True
1126,71,claude,no_prompt,False
1127,72,claude,no_prompt,True
1128,73,claude,no_prompt,True
1129,74,claude,no_prompt,True
1130,75,claude,no_prompt,True
1131,76,claude,no_prompt,False
1132,77,claude,no_prompt,False
1133,78,claude,no_prompt,False
1134,80,claude,no_prompt,False
1135,81,claude,no_prompt,True
1136,82,claude,no_prompt,False
1137,83,claude,no_prompt,True
1138,84,claude,no_prompt,True
1139,86,claude,no_prompt,True
